中文名稱,ENGLISH NAME,中文地址,ENGLISH ADDRESS,EASTING,NORTHING,DISTRICT,地區
山頂道花園,Peak Road Garden,香港山頂山頂道,"Peak Road, The Peak, Hong Kong",833467.5,814676,CENTRAL AND WESTERN,中西區
漁灣社區會堂,Yue Wan Community Hall,香港柴灣柴灣道365號漁灣?,"Yue Wan Estate, 365 Chai Wan Road, Chai Wan, Hong Kong",842917,814143.7,EASTERN,東區
紅磡社區會堂,Hung Hom Community Hall,九龍紅磡庇利街42號九龍城政府合署,"42 Bailey Street, Kowloon City Government Offices, Hung Hom, Kowloon",837591.9,819210.9,KOWLOON CITY,九龍城
蒲崗村道體育館,Po Kong Village Road Sports Centre,九龍黃大仙蒲崗村道120號地下至2樓,"G/F-2/F, 120 Po Kong Village Road, Wong Tai Sin, Kowloon",838814,822930,WONG TAI SIN,黃大仙
黃泥涌街市熟食中心,Wong Nai Chung Market Cooked Food Centre,香港跑馬地毓秀街2號黃泥涌市政大廈2樓,"2/F, Wong Nai Chung Municipal Services Building, 2 Yuk Sau Street, Happy Valley, Hong Kong",837183,814457,WAN CHAI,灣仔
保安道公共圖書館,Po On Road Public Library,九龍深水?保安道325-329號保安道市政大廈2樓,"1/F, Po On Road Municipal Services Building, 325-329 Po On Road, Sham Shui Po, Kowloon",834268,822181,SHAM SHUI PO,深水?
藍田母嬰健康院,Lam Tin Maternal and Child Health Centre,九龍藍田啟田道99號1樓藍田分科診所1樓,"1/F, Lam Tin Polyclinic, 99 Kai Tin Road, Lam Tin, Kowloon",842084.8,819068.2,KWUN TONG,觀塘
天暉路社區會堂,Tin Fai Road Community Hall,新界元朗天水圍天暉路,"Tin Fai Road, Tin Shui Wai, Yuen Long, New Territories",817774.7,836198.1,YUEN LONG,元朗
九龍灣運動場,Kowloon Bay Sports Ground,九龍灣啟樂街1號,"1 Kai Lok Street, Kowloon Bay, Kowloon",839660.9,820842.9,WONG TAI SIN,黃大仙
黃大仙民政事務處 - 諮詢服務中心,Wong Tai Sin District Office - Public Enquiry Service Centre,九龍黃大仙龍翔道138號龍翔辦公大樓2樓201室,"Unit 201, 2/F, Lung Cheung Office Block, 138 Lung Cheung Road, Wong Tai Sin, Kowloon",837840,822544,WONG TAI SIN,黃大仙
入境事務處 - 東九龍辦事處,Immigration - East Kowloon Office,九龍藍田匯景道1-17號匯景花園匯景廣場第2層,"Level 2, Sceneway Plaza, Sceneway Garden, 1-17 Sceneway Road, Lam Tin, Kowloon",842103.2,818683.3,KWUN TONG,觀塘
屯門學生健康服務中心,Tuen Mun Student Health Service Centre,新界屯門新墟青賢街11號屯門診所1樓,"1/F Tuen Mun Clinic, 11 Tsing Yin Street, San Hui, Tuen Mun, New Territories",815549.3,828928.1,TUEN MUN,屯門
石塘咀街市熟食中心,Shek Tong Tsui Market Cooked Food Centre,香港石塘咀皇后大道西470號石塘咀市政大廈2樓,"2/F, Shek Tong Tsui Municipal Services Building, 470 Queen's Road West, Shek Tong Tsui, Hong Kong",832061,816315,CENTRAL AND WESTERN,中西區
長發社區中心,Cheung Fat Estate Community Centre,新界青衣?杆山路 6 號,"6 Tam Kon Shan Road, Tsing Yi, New Territories",828645.1,824897.6,KWAI TSING,葵青
旺角大球場,Mong Kok Stadium,九龍旺角花墟道37號,"37, Flower Market Road, Mong Kok, Kowloon",835853.3,820772.1,YAU TSIM MONG,油尖旺
荃灣大會堂,Tsuen Wan Town Hall,新界荃灣大河道72號,"72 Tai Ho Road, Tsuen Wan, New Territories",829693,825723,TSUEN WAN,荃灣
山景社區會堂,Shan King Community Hall,新界屯門山景?,"Shan King Estate, Tuen Mun, New Territories",814520.5,828576.7,TUEN MUN,屯門
東涌社區會堂,Tung Chung Community Hall,新界大嶼山東涌文東路39號東涌市政大樓,"Tung Chung Municipal Services Building, 39 Man Tung Road, Tung Chung, , Lantau Island, New Territories",812251.9,816871.8,ISLANDS,離島
黃大仙社區中心,Wong Tai Sin Community Centre,九龍黃大仙正德街104號,"104 Ching Tak Street, Wong Tai Sin, Kowloon",838066,822439.7,WONG TAI SIN,黃大仙
大埔民政事務處 - 諮詢服務中心,Tai Po District Office - Public Enquiry Service Centre,新界大埔汀角?1號大埔政府合署地下,"G/F, Tai Po Government Offices Building, 1 Ting Kok Road, Tai Po, New Territories",834964,834607,TAI PO,大埔
西營盤皮膚及胸肺科診所藥房,Sai Ying Pun Dermatology and Chest Clinic Dispensary,香港西營盤皇后大道西134號西營盤賽馬會分科診療所5字樓,"5/F, Sai Ying Pun Jockey Club Polyclinic, 134 Queen's Road West, Sai Ying Pun, Hong Kong",832993.2,816388,CENTRAL AND WESTERN,中西區
九龍城民政事務處 - 諮詢服務中心,Kowloon City District Office - Public Enquiry Service Centre,九龍紅磡庇利街42號九龍城政府合署低層地下,"LG/F, Kowloon City Government Offices, 42 Bailey Street, Hung Hom, Kowloon",837592,819211,KOWLOON CITY,九龍城
香港仔海濱公園,Aberdeen Promenade,香港香港仔海傍道,"Aberdeen Prayer Road, Aberdeen, Hong Kong",833897.5,812073.6,SOUTHERN,南區
南丫島南段公共圖書館,South Lamma Public Library,新界南丫島索罟灣第2街地下,"G/F, Second Street, Sok Kwu Wan, Lamma Island, New Territories",831612,807478,ISLANDS,離島
楊屋道體育館,Yeung Uk Road Sports Centre,新界荃灣楊屋道45號楊屋道市政大廈4樓,"4/F, Yeung Uk Road Municipal Services Building, No. 45 Yeung Uk Road, Tsuen Wan, New Territories",829846,825537,TSUEN WAN,荃灣
瀝源公共圖書館,Lek Yuen Public Library,新界沙田瀝源?貴和樓地下101-110號,"Units 101-110, G/F, Kwai Wo House, Lek Yuen Estate, Sha Tin, New Territories",837680,827284,SHA TIN,沙田
葵青劇院,Kwai Tsing Theatre,新界葵涌興寧路12號,"12 Hing Ning Road, Kwai Chung, New Territories",831045,824186,KWAI TSING,葵青
鄧志?母嬰健康院,Tang Chi Ngong Maternal and Child Health Centre,香港灣仔皇后大道東284號鄧志昂專科診所4字樓,"4/F, Tang Chi Ngong Specialist Clinic, 284 Queen's Road East, Wanchai, Hong Kong",836414,815160.7,WAN CHAI,灣仔
鴨?洲街市熟食中心,Ap Lei Chau Market Cooked Food Centre,香港鴨?洲洪聖街8號鴨?洲市政大廈1樓,"1/F, Ap Lei Chau Municipal Services Building, 8 Hung Shing Street, Ap Lei Chau, Hong Kong",834056,811748,SOUTHERN,南區
官涌街市熟食中心,Kwun Chung Market Cooked Food Centre,九龍油麻地寶靈街17號官涌市政大廈2樓,"2/F, Kwun Chung Municipal Services Building, 17 Bowring Street, Yau Ma Tei, Kowloon",835380,818387,YAU TSIM MONG,油尖旺
港灣道體育館,Harbour Road Sports Centre,香港灣仔港灣道27號地下及1樓,"G/F, 1/F, 27 Harbour Road, Wan Chai, Hong Kong",836259,815816,WAN CHAI,灣仔
香港文化中心,Hong Kong Cultural Centre,九龍尖沙咀梳士巴利道10號,"10 Salisbury Road, Tsim Sha Tsui, Kowloon",835606,817222,YAU TSIM MONG,油尖旺
大埔墟體育館,Tai Po Hui Sports Centre,新界大埔鄉事會街8號大埔綜合大樓6至7樓,"6-7/F, Tai Po Complex, No.8 Heung Sze Wui Street, Tai Po, New Territories",835208,834077,TAI PO,大埔
屯門法院大樓,Tuen Mun Law Courts Building,新界屯門屯喜路1號,"1 Tuen Hi Road, Tuen Mun, New Territories",815548.4,827912.6,TUEN MUN,屯門
東九龍就業中心,Kowloon East Job Centre,九龍協調道3號工業貿易大樓1樓,"1/F, Trade and Industry Tower, 3 Concorde Road, Kowloon",838419.3,821522.4,KOWLOON CITY,九龍城
入境事務處 - 查詢及聯絡組,Immigration - Information and Liaison Section,香港灣仔告士打道7號入境事務大樓2樓,"2/F, Immigration Tower, 7 Gloucester Road, Wan Chai, Hong Kong",835869,815639,WAN CHAI,灣仔
北角公共圖書館,North Point Public Library,香港北角百福道北角街市大廈地下,"G/F, North Point Market Building, Pak Fuk Road, North Point, Hong Kong",839214,816938,EASTERN,東區
沙田政府合署,Sha Tin Government Offices,新界沙田上禾輋?1號地下,"G/F, 1 Sheung Wo Che Road, Sha Tin, New Territories",837301,827369,SHA TIN,沙田
石湖墟學生健康服務中心,Shek Wu Hui Student Health Service Centre,新界上水石湖墟馬會道108號石湖墟賽馬會診所2樓,"2/F Shek Wu Hui Jockey Club Clinic, 108 Jockey Club Road, Sheung Shui, New Territories",831365,840630.2,NORTH,北區
粉嶺學童牙科診所,Fanling School Dental Clinic,新界粉嶺壁峰路2號粉嶺健康中心2樓,"2/F Fanling Health Centre, 2 Pik Fung Road, Fanling, New Territories",832355.2,839658.6,NORTH,北區
青衣運動場,Tsing Yi Sports Ground,新界青衣青敬路51號,"No. 51 Tsing King Road,Tsing Yi, New Territories",829192.5,824130.6,KWAI TSING,葵青
土瓜灣體育館,To Kwa Wan Sports Centre,九龍土瓜灣下鄉道66號地下及1樓,"G & 1/F, 66 Ha Heung Road, To Kwa Wan, Kowloon",837633,819983,KOWLOON CITY,九龍城
油?地公共圖書館,Yau Ma Tei Public Library,九龍上海街250號地下及閣樓,"M/F & G/F, 250 Shanghai Street, Kowloon",835604,818914,YAU TSIM MONG,油尖旺
人事登記處 - 港島辦事處,"Registration of Persons - Hong Kong Office, Immigration Department",香港灣仔告士打道7號入境事務大樓8樓,"8/F, Immigration Tower, 7 Gloucestor Road, Wan Chai, Hong Kong",835869,815639,WAN CHAI,灣仔
柴灣學生健康服務中心及健康評估中心,Chai Wan Student Health Service Centre and Special Assessment Centre,香港柴灣康民街1號柴灣健康院1樓及3樓,"1/F & 3/F Chai Wan Health Centre, No 1 Hong Man Street, Chai Wan, Hong Kong",842179.4,814061.4,EASTERN,東區
廣福社區會堂,Kwong Fuk Community Hall,新界大埔廣福?,"Kwong Fuk Estate, Tai Po, New Territories",835993,834206.7,TAI PO,大埔
建生社區會堂,Kin Sang Community Hall,新界屯門建生?建生社區會堂地下,"G/F, Kin Sang Community Hall, Kin Sang Estate, Tuen Mun, New Territories",814873,829700,TUEN MUN,屯門
北區運動場,North District Sports Ground,新界上水天平路 26 號,"26 Tin Ping Road, Sheung Shui, New Territories",831482.9,840735.7,NORTH,北區
石圍角公共圖書館,Shek Wai Kok Public Library,新界荃灣石圍角?石芳樓215-219室,"Unit No.215-219, Shek Fong House, Shek Wai Kok Estate, Tsuen Wan, New Territories",830850,826176,TSUEN WAN,荃灣
東涌文東路體育館,Tung Chung Man Tung Road Sports Centre,新界大嶼山東涌文東路39號東涌市政大樓地下至2樓,"G/F to 2/F, Tung Chung Municipal Services Building, 39 Man Tung Road, Tung Chung, Lautau, New Territories",812254.3,816862.3,ISLANDS,離島
西貢公共圖書館,Sai Kung Public Library,"新界西貢親民街34號,西貢政府合署5樓","5/F, Sai Kung Government Offices, 34 Chan Man Street, Sai Kung, New Territories",846098,827005,SAI KUNG,西貢
荃灣政府合署,Tsuen Wan Government Offices,新界荃灣西樓角路38號2樓及4樓,"2/F, 4/F, 38 Sai Lau Kok Road, Tsuen Wan, New Territories",829905,826162,TSUEN WAN,荃灣
北葵涌公共圖書館,North Kwai Chung Public Library,新界葵涌石蔭路北葵涌街市及圖書館2樓及3樓,"2/F & 3/F, North Kwai Chung Market & Library, Shek Yam Road, Kwai Chung, New Territories",832328,825714,KWAI TSING,葵青
天秀墟,Tin Sau Bazaar,新界天水圍天秀路18號,"No. 18, Tin Sau Road, Tin Shui Wai, New Territories",818130,836260.1,YUEN LONG,元朗
屏山鄧族文物館暨文物徑訪客中心,Ping Shan Tang Clan Gallery cum Heritage Trail Visitors Centre,新界元朗屏山坑頭村,"Hang Tau Tsuen, Ping Shan, Yuen Long, New Territories",819110.6,834043.9,YUEN LONG,元朗
?魚涌公共圖書館,Quarry Bay Public Library,香港?魚涌?魚涌街38號?魚涌市政大廈4至5樓,"4-5/F, Quarry Bay Municipal Services Building, 38 Quarry Bay Street, Quarry Bay, Hong Kong",839866,816090,EASTERN,東區
和宜合道運動場,Wo Yi Hop Road Sports Ground,新界葵涌和宜合道298號,"298 Wo Yi Hop Road, Kwai Chung, New Territories",832113.6,826083.7,KWAI TSING,葵青
湖山路社區會堂,Wu Shan Road Community Hall,新界屯門湖山路101號,"101, Wu Shan Road, Tuen Mun, New Territories",814828.1,826423.2,TUEN MUN,屯門
香港歷史檔案大樓,Hong Kong Public Records Building,九龍觀塘翠屏道13號,"13 Tsui Ping Road, Kwun Tong, Kowloon, Hong Kong",841691.9,819296.2,KWUN TONG,觀塘
九龍政府合署,Kowloon Government Offices,九龍油麻地彌敦道405號地下,"G/F, 405 Nathan Road, Yau Ma Tei, Kowloon",835659,818941,YAU TSIM MONG,油尖旺
人事登記處 - 觀塘辦事處,Registration of Persons - Kwun Tong Office,觀塘偉業街223-231號宏利金融中心2樓3號辦公室,"Office 3, 2/F, Manulife Financial Centre, 223-231 Wai Yip Street, Kwun Tong",841101.9,818739.6,KWUN TONG,觀塘
屏山天水圍公共圖書館,Ping Shan Tin Shui Wai Public Library,新界天水圍聚星路1號屏山天水圍文化康樂大樓高座,"High Block, Ping Shan Tin Shui Wai Leisure and Cultural Building, 1 Tsui Sing Road, Tin Shui Wai, New Territories",818549,834226,YUEN LONG,元朗
聯和墟社區會堂,Luen Wo Hui Community Hall,新界粉嶺聯和墟和滿街9號地下,"G/F, 9 Wo Mun Street, Luen Wo Hui, Fanling, New Territories",832963.4,840058.6,NORTH,北區
荃灣牙科診所,Tsuen Wan Dental Clinic,新界荃灣沙咀道213號戴麟趾夫人分科診療所,"Lady Trench Polyclinic, 213 Sha Tsui Road, Tsuen Wan, New Territories",829957.2,825705.4,TSUEN WAN,荃灣
九龍城法院大樓,Kowloon City Law Courts Building,九龍亞皆老街147M號,"147M Argyle Street, Kowloon",837132.2,820688.5,KOWLOON CITY,九龍城
北河街體育館,Pei Ho Street Sports Centre,九?深水?基隆街333號北河街市政大廈5樓、6樓及U6樓,"5/F, 6/F & U6/F, Pei Ho Street Municipal Services Building, 333 Ki Lung Street, Sham Shui Po, Kowloon",834646,821134,SHAM SHUI PO,深水?
禮頓山社區會堂,Leighton Hill Community Hall,香港跑馬地黃泥涌道133號地下,"G/F, Wong Nai Chung Municipal Services Building, 2 Yuk Sau Street, Happy Valley, Hong Kong",836907,815179,WAN CHAI,灣仔
九龍仔公園,Kowloon Tsai Park,九龍塘延文禮士道,"Inverness Road, Kowloon Tong, Kowloon",836957.2,821481.9,KOWLOON CITY,九龍城
西區社區中心,Western District Community Centre,香港西營盤西邊街36號A,"36A Western Street, Sai Ying Pun, Hong Kon",832554.5,816339.5,CENTRAL AND WESTERN,中西區
香港公園體育館,Hong Kong Park Sports Centre,香港中環紅棉路29號地下至2樓,"G/F-2/F, 29 Cotton Tree Drive, Central, Hong Kong",834456,815387,CENTRAL AND WESTERN,中西區
禾輋社區會堂,Wo Che Community Hall,新界沙田德厚街3號禾輋廣場3樓平台,"Podium Level, 3/F, Wo Che Plaza, No. 3 Tak Hau Street, Sha Tin, New Territories",838116.4,827647.8,SHA TIN,沙田
西貢賽馬會大會堂,The Sai Kung Jockey Club Town Hall,新界西貢親民街8號,"8 Chan Man street, Sai Kung, New Territories",845987,827098.7,SAI KUNG,西貢
入境事務處 - 港島區簽發旅行證件辦事處,Immigration - Hong Kong Island Travel Documents Issuing Office,香港中環統一碼頭道38號海港政府大樓2樓,"2/F, Harbour Building, 38 Pier Road, Central, Hong Kong",834015,816413,CENTRAL AND WESTERN,中西區
漁光道體育館,Yue Kwong Road Sports Centre,香港香港仔漁光道43號,"43 Yue Kwong Road, Aberdeen, Hong Kong",834213.3,812414.9,SOUTHERN,南區
投資推廣署,Invest Hong Kong,香港中環紅棉路8號東昌大廈25字樓,"25/F, Fairmont House, 8 Cotton Tree Drive, Central, Hong Kong",834821,815673,CENTRAL AND WESTERN,中西區
鳳琴街體育館,Fung Kam Street Sports Centre,新界元朗鳳攸北街20號地下,"G/F, 20 Fung Yau Street North, Yuen Long, New Territories",821461,833745,YUEN LONG,元朗
中西區民政事務處 - 諮詢服務中心,Central and Western District Office - Public Enquiry Service Centre,香港中環統一碼頭道38號海港政府大樓地下,"G/F, Harbour Building, 38 Pier Road, Central, Hong Kong",834013.9,816412.6,CENTRAL AND WESTERN,中西區
牛池灣公共圖書館,Ngau Chi Wan Public Library,九龍清水灣道11號牛池灣市政大廈5至6樓,"5-6/F, Ngau Chi Wan Municipal Services Building, 11 Clear Water Bay Road, Kowloon",839628.7,821712.8,WONG TAI SIN,黃大仙
石硤尾公園體育館,Shek Kip Mei Park Sports Centre,九龍深水?南昌街290 號地下至2樓,"G-2/F, 290 Nam Cheong Street, Sham Shui Po, Kowloon",835556,822025,SHAM SHUI PO,深水?
白田社區會堂,Pak Tin Community Hall,九龍石硤尾白田街白田?地下至1樓,"G/F-1/F, Pak Tin Estate, Pak Tin Street, Shek Kip Mei, Kowloon",835206,821880,SHAM SHUI PO,深水?
東九龍胸肺科診所,East Kowloon Chest Clinic,九龍鑽石山斧山道160號東九龍分科診所地下,"G/F, East Kowloon Polyclinic, 160 Hammer Hill Road, Diamond Hill, Kowloon",839446.4,822299,WONG TAI SIN,黃大仙
荃灣公共圖書館,Tsuen Wan Public Library,新界荃灣西樓角路38號3至5樓,"3-5/F, 38 Sai Lau Kok Road, Tsuen Wan, New Territories",829956,826122,TSUEN WAN,荃灣
圓洲角胸肺科診所,Yuen Chau Kok Chest Clinic,新界沙田插桅杆街29號1樓,"1/F, 29 Chap Wai Kon Street, Sha Tin, New Territories",838806.9,827029,SHA TIN,沙田
離島民政事務處 - 東涌諮詢服務中心,Islands District Office - Tung Chung Public Enquiry Service Centre,新界大嶼山東涌美東街6號東涌郵政局大廈1樓,"1/F, Tung Chung Post Office Building, 6 Mei Tung Street, Tung Chung, Lantau Island, New Territories",811790,816719,ISLANDS,離島
九龍城獅子會學生健康服務中心,Kowloon City Lions Clubs Student Health Service Centre,九龍城侯王道80號1樓,"1/F, 80 Hau Wong Road, Kowloon City, Kowloon",837522.6,821238.2,KOWLOON CITY,九龍城
鵝頸街市熟食中心,Bowrington Road Market Cooked Food Centre,香港灣仔寶靈頓道21號1樓,"1/F, 21 Bowrington Road, Wan Chai, Hong Kong",836619,815508,WAN CHAI,灣仔
順利?體育館,Shun Lee Tsuen Sports Centre,九龍觀塘順利?道地下至2樓,"G-2/F, Shun Lee Tsuen Road, Kwun Tong, Kowloon",841271,821184,KWUN TONG,觀塘
西營盤皮膚科診所,Sai Ying Pun Dermatological Clinic,香港西營盤皇后大道西134號西營盤賽馬會分科診療所3字樓,"3/F, Sai Ying Pun Jockey Club Polyclinic, 134 Queen's Road West, Sai Ying Pun, Hong Kong",832994.6,816384.8,CENTRAL AND WESTERN,中西區
中山紀念公園體育館,Sun Yat Sen Memorial Park Sports Centre,香港西營盤東邊街北18號,"18 Eastern Street North, Sai Ying Pun, Hong Kong",832828,816808,CENTRAL AND WESTERN,中西區
法律援助署九龍分署,Legal Aid Department - Kowloon Branch office,九?旺角聯運街30號旺角政府合署3樓,"3/F, Mongkok Government Offices, 30 Luen Wan Street, Mong Kok, Kowloon",835830,820261,YAU TSIM MONG,油尖旺
南葵涌學生健康服務中心,South Kwai Chung Student Health Service Centre,新界葵涌葵盛圍310號南葵涌分科診所2樓,"2/F South Kwai Chung Polyclinic, 310 Kwai Shing Circuit, Kwai Chung, New Territories",830959.3,824627.9,KWAI TSING,葵青
石澳泳灘,Shek O Beach,香港石澳石澳道,"Shek O Road, Shek O, Hong Kong",843878.5,810002.6,SOUTHERN,南區
稅務局-中央詢問處,Inland Revenue Department - Central Enquiry Counter,香港灣仔告士打道5號稅務大樓1樓,"1/F, Revenue Tower,5 Gloucester Road,Wanchai, Hong Kong",835749,815637,WAN CHAI,灣仔
青嶼幹線訪客中心,Lantau Link Visitors Centre,青衣島西北面,Northwest corner of the Tsing Yi Island,826429,824374,KWAI TSING,葵青
蒲崗村道公園,Po Kong Village Road Park,九龍黃大仙鑽石山蒲崗村道140號,"140 Po Kong Village Road, Diamond Hill, Wong Tai Sin, Kowloon",839015.9,822743.8,WONG TAI SIN,黃大仙
葵興政府合署,Kwai Hing Government Offices,新界葵涌興芳路166-174號地下及2樓,"G/F & 2/F, 166-174 Hing Fong Road, Kwai Chung, New Territories",831599,824887,KWAI TSING,葵青
馬鞍山體育館,Ma On Shan Sports Centre,新界沙田馬鞍山鞍駿街14號地下及1樓,"G/F, 1/F, 14 On Chun Street, Ma On Shan, Sha Tin, New Territories",841692,831852,SHA TIN,沙田
港島東體育館,Island East Sports Centre,香港西灣河鯉景道52號地下,"G/F, 52 Lei King Road, Sai Wan Ho, Hong Kong",840948,816205,EASTERN,東區
太和鄰里社區中心,Tai Wo Neighbourhood Community Centre,新界大埔太和?,"Tai Wo Estate, Tai Po, New Territories",834681.1,834802.7,TAI PO,大埔
瑞和街街市熟食中心,Shui Wo Street Market Cooked Food Centre,九龍觀塘瑞和街9號第4層,"L4, 9 Shui Wo Street, Kwun Tong, Kowloon",841152,819631,KWUN TONG,觀塘
柴灣公共圖書館,Chai Wan Public Library,香港柴灣柴灣道338號柴灣市政大廈4樓及5樓,"4-5/F, Chai Wan Municipal Services Building, 338 Chai Wan Road, Chai Wan, Hong Kong",842772,813836,EASTERN,東區
西貢民政事務處 - 諮詢服務中心,Sai Kung District Office - Public Enquiry Service Centre,新界將軍澳坑口培成路38號西貢將軍澳政府綜合大樓地下,"G/F, Sai Kung Tseung Kwan O Government Complex , 38 Pui Shing Road, Hang Hau, Tseung Kwan O, New Territories",845675.7,819782.3,SAI KUNG,西貢
寶康公園,Po Hong Park,新界將軍澳運隆路,"Wan Lung Road, Tseung Kwan O, New Territories",844591,819977.5,SAI KUNG,西貢
沙頭角社區會堂,Sha Tau Kok Community Hall,新界沙頭角順興街55號,"55 Shun Hing Street, Sha Tau Kok, New Territories",840997,845151,NORTH,北區
士美非路體育館,Smithfield Sports Centre,香港堅尼地城士美非路12號K士美非路市政大廈4至6樓,"4-6/F, Smithfield Municipal Services Building, 12K Smithfield, Kennedy Town, Hong Kong",831297,815897,CENTRAL AND WESTERN,中西區
屯門社會?生科診所,Tuen Mun Social Hygiene Clinic,新界屯門屯利街4號屯門眼科中心5樓,"5/F, Tuen Mun Eye Centre, 4 Tuen Lee Street, Tuen Mun, New Territories",815882.1,827962.9,TUEN MUN,屯門
小西灣運動場,Siu Sai Wan Sports Ground,香港小西灣富康街8號,"8 Fu Hong Street, Siu Sai Wan, Hong Kong",843705.7,814295,EASTERN,東區
土地審裁處,Lands Tribunal,九龍油麻地加士居道38號土地審裁處,"Lands Tribunal Building, 38 Gascoigne Road, Yau Ma Tei, Kowloon",835839.9,818812.7,YAU TSIM MONG,油尖旺
九龍灣公園 - 11人足球場(人造草),Kowloon Bay Park - 11-a-side Soccer Pitch (Artificial Turf),九龍灣啟禮道11號,"11, Kai Lai Road, Kowloon Bay",839367.5,820874.8,KWUN TONG,觀塘
西九龍法院大樓,West Kowloon Law Courts Building,九龍深水?通州街501號,"501 Tung Chau Street, Sham Shui Po, Kowloon",833854.3,821322.6,SHAM SHUI PO,深水?
九龍公園游泳池,Kowloon Park Swimming Pool,九龍尖沙咀柯士甸道22號九龍公園游泳池,"Kowloon Park Swimming Pool, 22 Austin Road, Tsim Sha Tsui, Kowloon",835599,818103,YAU TSIM MONG,油尖旺
長洲體育館,Cheung Chau Sports Centre,新界長洲長洲醫院路3號地下及1樓,"G/F & 1/F, 3 Cheung Chau Hospital Road, Cheung Chau, New Territories",821245,807661,ISLANDS,離島
油麻地胸肺科診所,Yaumatei Chest Clinic,九龍油麻地炮台街145號2樓,"2/F, 145 Battery Street, Yaumatei, Kowloon",835483.5,818943.1,YAU TSIM MONG,油尖旺
良田體育館,Leung Tin Sports Centre,新界屯門田景?停車場4字樓,"4/F, Car Park building, Tin King Estate, Tuen Mun, New Territories",814461,829716,TUEN MUN,屯門
香港歷史博物館,Hong Kong Museum of History,九龍尖沙咀漆咸道南100號,"100 Chatham Road South, Tsim Sha Tsui, Kowloon",836323,818089,YAU TSIM MONG,油尖旺
伊利沙伯體育館,Queen Elizabeth Stadium,香港灣仔愛群道18號,"18 Oi Kwan Road, Wan Chai, Hong Kong",836476,815164,WAN CHAI,灣仔
長亨社區會堂,Cheung Hang Community Hall,青衣長亨?長亨社區會堂地下,"G/F, Cheung Hang Community Hall, Cheung Hang Estate, Tsing Yi, New Terriories",828170,824027.7,KWAI TSING,葵青
紅磡公共圖書館,Hung Hom Public Library,"九龍馬頭圍道11號,紅磡市政大廈6樓","6/F, Hung Hom Municipal Services Building, 11 Ma Tau Wai Road, Kowloon",837348,818701,KOWLOON CITY,九龍城
天水圍公園,Tin Shui Wai Park,新界天水圍天瑞路6號,"No.6, Tin Shui Road, Tin Shui Wai, New Territories",818310.8,835242.1,YUEN LONG,元朗
富善社區會堂,Fu Shin Community Hall,新界大埔富善?,"Fu Shin Estate, Tai Po, New Territories",836216.2,835022.1,TAI PO,大埔
沙角社區會堂,Sha Kok Community Hall,新界沙田沙角街5號沙角商場,"Sha Kok Shopping Centre, 5 Sha Kok Street, Sha Tin, New Territories",838159,826525.7,SHA TIN,沙田
長沙灣體育館,Cheung Sha Wan Sports Centre,九龍深水?興華街與長沙灣道交界地下,"G/F, Junction of Hing Wah Street and Cheung Sha Wan Road, Sham Shui Po, Kowloon",833857,822100,SHAM SHUI PO,深水?
元朗民政事務處 - 諮詢服務中心,Yuen Long District Office - Public Enquiry Service Centre,新界元朗青山道269號元朗民政事務處大廈地下,"G/F, Yuen Long District Office Building, 269 Castle Peak Road, Yuen Long, New Territories",820398,833955,YUEN LONG,元朗
梅窩公共圖書館,Mui Wo Public Library,新界大嶼山梅窩銀石街9號梅窩市政大廈地下,"G/F, Mui Wo Municipal Services Building, 9 Ngan Shek Street, Mui Wo, Lantau Island, New Territories",817675,814251,ISLANDS,離島
界限街一號及二號體育館,Boundary Street Sports Centre No. 1 & No. 2,九龍旺角洗衣街200號地下至1樓,"G-1/F, 200 Sai Yee Street, Mong Kok, Kowloon",835620,820739.5,YAU TSIM MONG,油尖旺
友愛體育館,Yau Oi Sports Centre,新界屯門興安里3號上層及地下,"U/F, G/F, 3 Hing On Lane, Tuen Mun, New Territories",815151,827370,TUEN MUN,屯門
大角咀體育館,Tai Kok Tsui Sports Centre,九龍大角咀福全街63號大角咀市政大廈 5 至 7 樓,"5-7/F, Tai Kok Tsui Municipal Services Building, 63 Fuk Tsun Street, Tai Kok Tsui, Kowloon",834817,820319,YAU TSIM MONG,油尖旺
工業貿易大樓,Trade and Industry Tower,九龍協調道3號,"3 Concorde Road, Kowloon",838415.3,821517,KOWLOON CITY,九龍城
香港文化中心露天廣場及尖沙咀海濱花園,Hong Kong Cultural Centre Piazza cum Tsim Sha Tsui Promenade,九龍尖沙咀梳士巴利道,"Salisbury Road, Tsim Sha Tsui, Kowloon",835546.6,817171.4,YAU TSIM MONG,油尖旺
尖沙咀公共圖書館,Tsim Sha Tsui Public Library,"九龍尖沙咀東部科學館道1號,康宏廣場1樓","1/F, Concordia Plaza, 1 Science Museum Road, Tsim Sha Tsui East, Kowloon",836425,818120,YAU TSIM MONG,油尖旺
?德跑道公園,Kai Tak Runway Park,九龍?德承豐道,"Shing Fung Road, Kai Tak, Kowloon",840326.7,818439.4,KOWLOON CITY,九龍城
沙田就業中心,Sha Tin Job Centre,新界沙田上禾輋路1號沙田政府合署2樓,"2/F, Sha Tin Government Offices, 1 Sheung Wo Che Road, Sha Tin, New Territories",837301,827369,SHA TIN,沙田
展城館,City Gallery,香港中環愛丁堡廣場3號,"3 Edinburgh Place, Central, Hong Kong",834754.8,815965.6,CENTRAL AND WESTERN,中西區
