District,Lat,Lng
Hung Hom,22.303043,114.182468
Hung Hom,22.304884,114.189116
Hung Hom,22.305715,114.187931
Hung Hom,22.30331,114.184854
Lo Wu,22.529147,114.113408
Mei Foo,22.338815,114.139318
Mei Foo,22.335912,114.1408
Mei Foo,22.338776,114.139377
Mei Foo,22.334061,114.142194
Mei Foo,22.337692,114.136405
Tsuen Wan,22.372221,114.117251
Tsuen Wan,22.371085,114.112113
Tsuen Wan,22.368777,114.123243
Tsuen Wan,22.368273,114.123772
Tsuen Wan,22.372605,114.115748
Tsuen Wan,22.370572,114.116248
Tsuen Wan,22.370107,114.115821
Tsuen Wan,22.361879,114.114488
Tsuen Wan,22.376324,114.111696
Tsuen Wan,22.373574,114.11241
Tsuen Wan,22.366484,114.117808
Tsuen Wan,22.36632,114.118156
Tsuen Wan,22.367939,114.113874
Tsuen Wan,22.369937,114.113582
Tsuen Wan,22.372705,114.111537
Tsuen Wan,22.3684,114.117777
Tsuen Wan,22.372294,114.115253
Tsuen Wan,22.362362,114.113294
Tsuen Wan,22.370112,114.11103
Tsuen Wan,22.371408,114.118897
Tsuen Wan,22.369398,114.116546
Tsuen Wan,22.363831,114.114301
Tsuen Wan,22.369071,114.121444
Tsuen Wan,22.37685,114.104079
Tsuen Wan,22.376701,114.10674
Tsuen Wan,22.378953,114.108135
Tsuen Wan,22.370054,114.119921
Tsuen Wan,22.369245,114.120698
Tsuen Wan,22.372637,114.101919
Tsuen Wan,22.369675,114.117761
Tsuen Wan,22.370754,114.099318
Tsuen Wan,22.367499,114.110597
Tsuen Wan,22.37808,114.136782
Tsuen Wan,22.368746,114.113
Tsuen Wan,22.364309,114.113772
Tsuen Wan,22.372439,114.107555
Tsuen Wan,22.368619,114.121386
Tsuen Wan,22.370121,114.120783
Tsuen Wan,22.373611,114.11778
Tsuen Wan,22.373355,114.118311
Tsuen Wan,22.368338,114.109964
Tsuen Wan,22.368546,114.109862
Tsuen Wan,22.373801,114.116345
Lai Chi Kok,22.332474,114.146855
Lai Chi Kok,22.340819,114.13362
Lai Chi Kok,22.334333,114.147142
Lai Chi Kok,22.337727,114.146341
Lai Chi Kok,22.332901,114.146324
Lai Chi Kok,22.334657,114.149158
Lok Ma Chau,22.514321,114.06568
Lok Ma Chau,22.51442,114.065756
Lok Ma Chau,22.51447,114.065584
Lok Ma Chau,22.514435,114.065514
Lok Ma Chau,22.515074,114.065627
Kwai Chung,22.348617,114.126467
Kwai Chung,22.360325,114.127005
Kwai Chung,22.370257,114.138359
Kwai Chung,22.36698,114.138963
Kwai Chung,22.371184,114.141799
Kwai Chung,22.36268,114.133867
Kwai Chung,22.341809,114.137682
Kwai Chung,22.365768,114.13935
Kwai Chung,22.369665,114.139683
Kwai Chung,22.34554,114.128398
Kwai Chung,22.367496,114.132834
Kwai Chung,22.367589,114.127725
Kwai Chung,22.364285,114.127422
Kwai Chung,22.36078,114.12238
Kwai Chung,22.360073,114.128989
Kwai Chung,22.367249,114.135366
Kwai Chung,22.353916,114.130783
Kwai Chung,22.366606,114.132977
Kwai Chung,22.357126,114.127397
Kwai Chung,22.357686,114.129764
Kwai Chung,22.362904,114.131534
Kwai Chung,22.359235,114.127284
Kwai Chung,22.365875,114.139393
Kwai Chung,22.371558,114.138592
Kwai Chung,22.343107,114.123498
Kwai Chung,22.348613,114.130347
Kwai Chung,22.361519,114.132585
Kwai Chung,22.361779,114.124239
Kwai Chung,22.363857,114.131653
Kwai Chung,22.363064,114.13118
Kwai Chung,22.356719,114.127677
Kwai Chung,22.348369,114.126148
Kwai Chung,22.357086,114.127929
Lam Tin,22.302515,114.240131
Lam Tin,22.308493,114.234783
Lam Tin,22.305982,114.237272
Lam Tin,22.310903,114.238071
Lam Tin,22.312443,114.237982
Lam Tin,22.292573,114.23765
Lam Tin,22.296417,114.239561
Lam Tin,22.296417,114.239561
Lam Tin,22.307071,114.233552
Lam Tin,22.308635,114.234778
Lam Tin,22.302888,114.2397
Lam Tin,22.310041,114.237991
Lam Tin,22.30848,114.232251
Sai Wan Ho,22.281584,114.223113
Sai Wan Ho,22.28366,114.220985
Sai Wan Ho,22.284339,114.223327
Sai Wan Ho,22.283448,114.223767
Sai Wan Ho,22.28217,114.221884
Western,22.282759,114.126896
Western,22.282188,114.128468
Western,22.287888,114.1445
Western,22.286656,114.136766
Western,22.285668,114.1348
Western,22.287096,114.133787
Western,22.287552,114.142194
Western,22.286874,114.143267
Western,22.283644,114.130926
Western,22.282344,114.127324
Western,22.287242,114.138692
Western,22.286656,114.136766
Western,22.286251,114.138873
Western,22.285539,114.141961
Western,22.281165,114.128247
Western,22.281066,114.127636
Western,22.287816,114.144076
Western,22.287856,114.144285
Western,22.280824,114.128055
Western,22.285179,114.133193
Western,22.287838,114.139546
Western,22.285693,114.138807
Western,22.282551,114.128933
Western,22.286673,114.141683
Sai Kung,22.380077,114.272342
Sai Kung,22.38061,114.270862
Sai Kung,22.330685,114.26235
Sai Kung,22.381835,114.273424
Sai Kung,22.382145,114.27181
Sai Kung,22.356521,114.251815
Kwun Tong,22.320638,114.233671
Kwun Tong,22.315004,114.230089
Kwun Tong,22.315026,114.222902
Kwun Tong,22.314314,114.229848
Kwun Tong,22.316501,114.226094
Kwun Tong,22.312879,114.220335
Kwun Tong,22.31394,114.22127
Kwun Tong,22.315586,114.223903
Kwun Tong,22.313409,114.2247
Kwun Tong,22.311199,114.226001
Kwun Tong,22.312698,114.224236
Kwun Tong,22.311199,114.22131
Kwun Tong,22.306758,114.228241
Kwun Tong,22.307869,114.223588
Kwun Tong,22.331915,114.22134
Kwun Tong,22.312165,114.226299
Kwun Tong,22.317741,114.236113
Kwun Tong,22.315813,114.214159
Kwun Tong,22.312354,114.22524
Kwun Tong,22.311609,114.223176
Kwun Tong,22.312136,114.226463
Happy Valley,22.268052,114.18669
Happy Valley,22.268896,114.184273
Happy Valley,22.269564,114.18418
Admiralty,22.279427,114.164536
Admiralty,22.278589,114.164936
Admiralty,22.279462,114.164933
Admiralty,22.279392,114.165024
Admiralty,22.279487,114.16341
Causeway Bay,22.280243,114.18233
Causeway Bay,22.278302,114.183646
Causeway Bay,22.277797,114.182727
Causeway Bay,22.277592,114.194793
Causeway Bay,22.280204,114.185411
Causeway Bay,22.279656,114.188921
Causeway Bay,22.279467,114.183014
Causeway Bay,22.278972,114.192261
Causeway Bay,22.279614,114.184796
Causeway Bay,22.277863,114.186433
Causeway Bay,22.277112,114.181788
Causeway Bay,22.280103,114.18685
Causeway Bay,22.281252,114.183182
Causeway Bay,22.27926,114.181579
Causeway Bay,22.28174,114.192122
Causeway Bay,22.27855,114.185892
Causeway Bay,22.280255,114.181347
Causeway Bay,22.280122,114.184218
Causeway Bay,22.278933,114.19155
Causeway Bay,22.278741,114.188534
Diamond Hill,22.340937,114.2081
Diamond Hill,22.340488,114.20198
Diamond Hill,22.34017,114.201562
Cheung Sha Wan,22.338461,114.158528
Cheung Sha Wan,22.337187,114.157771
Cheung Sha Wan,22.339924,114.15281
Cheung Sha Wan,22.337113,114.159394
Cheung Sha Wan,22.339059,114.153822
Cheung Sha Wan,22.337111,114.154419
Cheung Sha Wan,22.33905,114.152017
Cheung Sha Wan,22.340218,114.15523
Cheung Sha Wan,22.335347,114.154649
Cheung Sha Wan,22.336868,114.153689
Cheung Sha Wan,22.336445,114.148348
Cheung Chau,22.206977,114.028704
Tsing Yi,22.354477,114.097636
Tsing Yi,22.344782,114.107743
Tsing Yi,22.349689,114.0985
Tsing Yi,22.35248,114.108049
Tsing Yi,22.348826,114.105978
Tsing Yi,22.362444,114.103333
Tsing Yi,22.345124,114.109089
Tsing Yi,22.355183,114.107386
Tsing Yi,22.342201,114.109786
Tsing Yi,22.350226,114.059906
Tsing Yi,22.351334,114.059232
Tsing Yi,22.362425,114.103339
Tsing Yi,22.356655,114.0957
Tsing Yi,22.353646,114.105584
Tsing Yi,22.358158,114.107083
Tsing Yi,22.358346,114.107325
Aberdeen,22.258627,114.137494
Aberdeen,22.271144,114.130932
Aberdeen,22.248482,114.153295
Aberdeen,22.249454,114.148922
Aberdeen,22.249239,114.155684
Aberdeen,22.24855,114.154943
Aberdeen,22.247637,114.15498
Aberdeen,22.250859,114.149607
Aberdeen,22.253557,114.136314
Aberdeen,22.284426,114.134623
Aberdeen,22.284349,114.134856
Aberdeen,22.251936,114.138245
Aberdeen,22.251003,114.149703
Aberdeen,22.269613,114.129871
Aberdeen,22.247457,114.158216
Aberdeen,22.244775,114.165932
Aberdeen,22.248597,114.169063
Ma On Shan,22.425154,114.231277
Ma On Shan,22.40502,114.22278
Ma On Shan,22.416613,114.227938
Ma On Shan,22.424299,114.228346
Ma On Shan,22.425489,114.231377
Ma On Shan,22.426501,114.240971
Ma On Shan,22.420463,114.230412
Ma On Shan,22.413017,114.225103
Ma On Shan,22.422691,114.23148
Ma On Shan,22.424573,114.237471
Ma On Shan,22.426548,114.240937
Ma On Shan,22.430145,114.243181
Ma On Shan,22.4222,114.226604
Ma On Shan,22.407894,114.222386
Ma On Shan,22.417857,114.22583
Ma On Shan,22.387832,114.208433
Ma On Shan,22.383145,114.203798
Ma On Shan,22.424882,114.23161
Quarry Bay,22.29135,114.206349
Quarry Bay,22.284486,114.21244
Quarry Bay,22.288124,114.210297
Quarry Bay,22.287873,114.211041
Quarry Bay,22.291079,114.207788
Quarry Bay,22.28858,114.208707
Quarry Bay,22.290647,114.208888
Quarry Bay,22.285547,114.212668
Ap Lei Chau,22.244486,114.151364
Ap Lei Chau,22.23903,114.152284
Ap Lei Chau,22.243588,114.154424
Ap Lei Chau,22.24105,114.155846
Ap Lei Chau,22.244359,114.156894
Ap Lei Chau,22.244705,114.150136
Wong Tai Sin,22.341071,114.192501
Wong Tai Sin,22.34982,114.195572
Wong Tai Sin,22.344891,114.193684
Wong Tai Sin,22.345037,114.193871
Wong Tai Sin,22.342817,114.186696
Wong Tai Sin,22.341626,114.193842
Wong Tai Sin,22.345677,114.189312
Wong Tai Sin,22.341977,114.192715
