LOCALITY,District,Northing_m,Easting_m
HORNSEY ROAD,,815444.973,833735.206
CONDUIT ROAD,,815505.757,833715.44
CONDUIT ROAD,,815512.332,833653.501
CONDUIT ROAD,,815534.566,833611.99
CONDUIT ROAD,,815706.195,833442.091
CONDUIT ROAD,,815867.982,832901.095
CONDUIT ROAD,,815870.769,832903.699
CONDUIT ROAD,,815838.641,832855.271
CONDUIT ROAD,,815882.25,832738.609
CONDUIT ROAD,,815825.527,832644.995
CONDUIT ROAD,,815785.016,832529.123
KOTEWALL ROAD,,815824.218,832420.101
CHAI WAN ROAD,,815207.81,841746.635
CHAI WAN ROAD,,815277.317,841687.523
SHAU KEI WAN ROAD,,815342.43,841547.549
SHAU KEI WAN,,815401.271,841440.938
SHAU KEI WAN ROAD,,815477.283,841390.501
SHAU KEI WAN ROAD,,815595.21,841323.561
SHAU KEI WAN ROAD,,815701.606,841280.94
SHAU KEI WAN ROAD,,815737.762,841126.255
SHAU KEI WAN ROAD,,815786.307,841018.641
WATER STREET,,816372.601,832374.513
POK FU LAM ROAD,,816369.809,832467.904
WESTERN STREET,,816364.021,832540.771
QUEEN'S ROAD WEST,,816455.658,832608.415
CENTRE STREET,,816442.874,832707.898
EASTERN STREET,,816564.311,832862.277
EASTERN STREET,,816670.198,832854.546
DES VOEUX ROAD WEST,,816550.071,832713.695
VICTORIA PEAK GARDEN,,814949.031,832955.458
MOUNT AUSTIN ROAD,,814790.345,833232.379
PEAK ROAD,,814715.883,833449.272
PEAK ROAD,,814626.863,833434.191
PEAK ROAD,,814553.097,833465.364
PEAK ROAD,,814458.048,833635.308
PEAK ROAD,,814373.061,833634.196
PEAK ROAD,,814274.945,833618.338
PEAK ROAD,,814199.156,833725.448
MOUNT KELLETT ROAD,,814043.716,833645.841
MOUNT AUSTIN ROAD,,814920.445,833327.586
MOUNT AUSTIN ROAD,,814747.61,833283.124
MOUNT AUSTIN ROAD,,814742.318,833321.587
BRAEMAR HILL ROAD,,816298.238,838614.02
BRAEMAR HILL ROAD,,816411.766,838681.465
TIN HAU TEMPLE ROAD,,816657.533,838858.755
TIN HAU TEMPLE ROAD,,816627.819,838934.982
PAK FUK ROAD,,816642.278,839100.877
PAK FUK ROAD,,816682.381,839202
BRAEMAR HILL ROAD,,815939.935,838523.731
BRAEMAR HILL ROAD,,816039.829,838552.03
BRAEMAR HILL ROAD,,816190.576,838581.795
SEVERN ROAD,,814530.044,834728.552
SEVERN ROAD,,814574.876,834694.602
SEVERN ROAD,,814594.497,834592.308
SEVERN ROAD,,814569.895,834529.253
SEVERN ROAD,,814563.665,834430.433
SEVERN ROAD,,814542.88,834364.373
SEVERN ROAD,,814576.799,834301.6
SEVERN ROAD,,814626.154,834264.579
SEVERN ROAD,,814632.981,834193.981
SEVERN ROAD,,814616.888,834090.825
SEVERN ROAD,,814568.621,834045.576
SEVERN ROAD,,814540.486,834008.682
PLANTATION ROAD,,814511.886,833979.835
PLANTATION ROAD,,814558.046,834105.808
PLANTATION ROAD,,814325.388,834101.698
PLANTATION ROAD,,814359.035,833903.051
PLANTATION ROAD,,814299.461,833791.588
PLUNKETT'S ROAD,,814343.358,833728.877
PLUNKETT'S ROAD,,814398.948,833705.692
PLUNKETT'S ROAD,,814464.056,833670.502
SEVERN ROAD,,814609.33,834144.846
PLANTATION ROAD,,814343.01,834072.201
PLANTATION ROAD,,814528.048,834041.997
PLANTATION ROAD,,814503.934,834206.123
SEVERN ROAD,,814590.3,834651.089
PLUNKETT'S ROAD,,814494.266,833625.91
PLUNKETT'S ROAD,,814522.753,833547.27
WONG CHUK HANG ROAD,,812420.782,835630.972
WONG CHUK HANG ROAD,,812273.45,835327.306
WONG CHUK HANG ROAD,,812184.135,835179.052
WONG CHUK HANG ROAD,,812163.386,834958.481
WONG CHUK HANG ROAD,,812185.912,834835.535
AP LEI CHAU BRIDGE ROAD,,812153.828,834592.206
ABERDEEN PRAYA ROAD,,812051.468,834351.65
ABERDEEN PRAYA ROAD,,811999.624,834215.442
AP LEI CHAU BRIDGE ROAD,,811728.216,834294.424
WONG CHUK HANG ROAD,,812152.584,835068.443
STANLEY,,808125.474,840234.418
STANLEY,,808213.343,840368.332
STANLEY,,808271.657,840330.738
STANLEY,,808293.798,840258.851
STANLEY,,808321.849,840205.758
STANLEY,,808363.47,840170.705
STANLEY,,808517.88,840089.708
STANLEY,,808582.641,840074.363
STANLEY,,808659.504,840095.727
STANLEY,,808752.419,840049.867
STANLEY,,808913.791,839978.13
STANLEY,,809077.929,839966.727
STANLEY,,808942.738,839765.078
WONG MA KOK ROAD,,808453.087,840172.362
WONG MA KOK ROAD,,808823.753,840047.713
CARMEL ROAD,,808963.679,839845.547
POK FU LAM ROAD,,814407.642,831568.21
POK FU LAM ROAD,,814501.065,831483.656
POK FU LAM ROAD,,814650.85,831461.936
POK FU LAM ROAD,,814813.638,831521.335
POK FU LAM ROAD,,814923.013,831464.406
POK FU LAM ROAD,,815082.124,831424.413
POK FU LAM ROAD,,815217.751,831409.678
POK FU LAM ROAD,,815330.539,831433.743
POK FU LAM ROAD,,815458.536,831546.468
POK FU LAM ROAD,,815612.351,831552.491
POK FU LAM ROAD,,815722.824,831580.676
POK FU LAM ROAD,,815914.793,831668.423
POK FU LAM ROAD,,816072.293,831729.533
POK FU LAM ROAD,,816188.924,831884.752
POK FU LAM ROAD,,816097.901,832026.711
POK FU LAM ROAD,,816213.445,832201.315
MAN CHEUNG STREET,,816283.288,834295.594
CONNAUGHT ROAD CENTRAL,,816446.163,833860.497
CONNAUGHT ROAD CENTRAL,,816507.441,833732.347
CONNAUGHT ROAD CENTRAL,,816534.513,833533.413
CHUNG KING ROAD,,816612.52,833455.13
CONNAUGHT ROAD WEST,,816607.123,833399.177
CONNAUGHT ROAD WEST,,816603.874,833215.601
CONNAUGHT ROAD WEST,,816613.915,833078.696
82-87 CONNAUGHT ROAD WEST,,816593.089,833093.794
MAN KWONG STREET,,816515.356,834013.325
MAN KWONG STREET,,816562.356,834097.685
MAN KWONG STREET,,816514.399,834220.882
MAN KWONG STREET,,816467.834,834367.764
MAN CHEUNG STREET,,816313.833,834223.699
CONNAUGHT ROAD CENTRAL,,816312.794,834062.597
BARKER ROAD,,814725.549,834261.215
BARKER ROAD,,814635.416,834370.938
BARKER ROAD,,814666.764,834524.675
BARKER ROAD,,814696.432,834637.076
BARKER ROAD,,814725.891,834704.594
BARKER ROAD,,814685.929,834752.929
BARKER ROAD,,814634.097,834753.537
BARKER ROAD,,814631.444,834794.172
BARKER ROAD,,814485.049,834854.64
BARKER ROAD,,814479.844,834918.273
BARKER ROAD,,814704.721,834113.42
BARKER ROAD,,814721.321,834171.994
BARKER ROAD,,814713.664,834205.58
STUBBS ROAD,,814275.949,836800.776
STUBBS ROAD,,814359.768,836816.412
STUBBS ROAD,,814436.586,836762.129
STUBBS ROAD,,814486.212,836663.778
STUBBS ROAD,,814458.438,836522.143
STUBBS ROAD,,814690.294,836392.017
STUBBS ROAD,,814792.28,836418.26
STUBBS ROAD,,814861.223,836296.74
STUBBS ROAD,,814937.887,836335.476
STUBBS ROAD,,815012.074,836254.85
STUBBS ROAD,,815048.391,836322.989
QUEEN'S ROAD EAST,,815131.776,836383.658
WONG NAI CHUNG ROAD,,815085.65,836512.77
LEIGHTON ROAD,,815297.063,836687.557
CANAL ROAD WEST,,815497.862,836700.347
CANAL ROAD WEST,,815756.606,836648.345
GLOUCESTER ROAD,,815652.564,836340.382
MIDDLE GAP ROAD,,813957.106,835680.375
MIDDLE GAP ROAD,,813996.508,835628.19
MIDDLE GAP ROAD,,814103.07,835586.187
MIDDLE GAP ROAD,,814167.651,835583.341
MIDDLE GAP ROAD,,814226.136,835541.867
PEAK ROAD,,814328.697,835544.734
TAI HANG ROAD,,813780.297,837375.73
TAI HANG ROAD,,813788.823,837493.494
TAI HANG ROAD,,813768.438,837741.532
TAI HANG ROAD,,813930.029,837707.964
TAI HANG ROAD,,814004.781,837654.491
TAI HANG ROAD,,814061.046,837651.053
TAI HANG ROAD,,814119.598,837689.315
TAI HANG ROAD,,814189.797,837672.005
TAI HANG ROAD,,814236.366,837684.585
TAI HANG ROAD,,814414.369,837592.663
TAI HANG ROAD,,814453.453,837657.813
TAI HANG ROAD,,814516.258,837723.409
TAI HANG ROAD,,814608.861,837729.711
TAI HANG ROAD,,814759.866,837846.525
TAI HANG ROAD,,814862.049,837812.916
TAI HANG ROAD,,814970.429,837826.861
TAI HANG ROAD,,815053.919,837875.884
TAI HANG ROAD,,815106.314,837822.163
TAI HANG ROAD,,815238.617,837934.791
TAI HANG ROAD,,815501.527,837666.822
TAI HANG ROAD,,814684.759,837766.925
TAI HANG ROAD,,814805.776,837852.273
VICTORIA ROAD,,815845.568,830581.056
VICTORIA ROAD,,815871.323,830699.755
CADOGAN STREET,,815934.981,831029.099
SHING SAI ROAD,,816135.226,831213.454
SHING SAI ROAD,,816183.474,831329.083
SHING SAI ROAD,,816262.106,831411.412
SHING SAI ROAD,,816442.541,831599.516
SHING SAI ROAD,,816522.798,831678.133
BELCHER'S STREET,,815975.704,831256.965
BELCHER'S STREET,,816041.698,831456.494
BELCHER'S STREET,,816209.656,831643.99
VICTORIA ROAD,,815799.04,830397.546
VICTORIA ROAD,,815778.901,830345.489
VICTORIA ROAD,,815658.904,830207.316
VICTORIA ROAD,,815492.089,830168.666
VICTORIA ROAD,,815276.175,830140.99
VICTORIA ROAD,,815102.944,830194.395
VICTORIA ROAD,,814937.19,830310.298
VICTORIA ROAD,,814896.613,830434.382
VICTORIA ROAD,,814812.626,830503.215
VICTORIA ROAD,,814804.793,830608.492
VICTORIA ROAD,,814836.121,830724.419
VICTORIA ROAD,,814833.488,830803.306
VICTORIA ROAD,,814871.85,830907.403
VICTORIA ROAD,,814923.355,831008.354
VICTORIA ROAD,,814933.087,831096.072
VICTORIA ROAD,,814789.797,831192.249
VICTORIA ROAD,,814709.748,831121.274
VICTORIA ROAD,,814670.416,831026.156
VICTORIA ROAD,,814617.871,830969.474
VICTORIA ROAD,,814520.663,830987.892
VICTORIA ROAD,,814440.975,831073.124
VICTORIA ROAD,,814267.41,831178.734
VICTORIA ROAD,,814171.751,831237.601
VICTORIA ROAD,,814119.446,831266.527
VICTORIA ROAD,,814201.338,831343.163
VICTORIA ROAD,,814312.319,831433.537
VICTORIA ROAD,,814094.635,831548.675
VICTORIA ROAD,,813944.584,831559.675
VICTORIA ROAD,,813851.945,831683.965
VICTORIA ROAD,,813749.738,831699.337
VICTORIA ROAD,,813682.544,831768.096
VICTORIA ROAD,,813631.365,831835.948
VICTORIA ROAD,,813458.053,831807.995
VICTORIA ROAD,,813300.475,831852.727
VICTORIA ROAD,,813149.37,831879.028
VICTORIA ROAD,,815211.941,830145.262
VICTORIA ROAD,,815354.148,830108.423
VICTORIA ROAD,,814374.868,831146.527
VICTORIA ROAD,,814172.277,831238.336
KING'S ROAD,,816934.458,838816.15
KING'S ROAD,,816971.642,838986.779
KING'S ROAD,,817036.279,839179.975
KING'S ROAD,,816885.341,839598.084
KING'S ROAD,,816571.911,839673.121
KING'S ROAD,,816381.363,839744.151
KING'S ROAD,,816222.818,839849.46
KING'S ROAD,,816209.133,839989.123
KING'S ROAD,,816189.534,840177.413
KORNHILL ROAD,,816206.691,840333.719
HONG ON STREET,,816168.017,840463.753
"TAI ON BUILDING, SAI WAN HO",,815999.561,840927.158
TAI HANG ROAD,,815204.002,837805.092
TAI HANG ROAD,,815270.542,837758.2
TAI HANG ROAD,,815341.956,837768.398
TAI HANG ROAD,,815310.12,837839.879
TAI HANG ROAD,,815160.009,838016.484
TAI HANG ROAD,,815218.76,838165.06
TAI HANG ROAD,,815327.461,838139.904
TAI HANG ROAD,,815336.293,838002.02
TAI HANG ROAD,,815408.399,837857.637
TAI HANG ROAD,,815438.443,837747.281
TAI HANG ROAD,,815501.67,837638.837
SHEK PAI WAN ROAD,,812578.085,832570.336
SHEK PAI WAN ROAD,,812452.045,832583.404
SHEK PAI WAN ROAD,,812312.48,832653.149
SHEK PAI WAN ROAD,,812258.197,832770.549
SHEK PAI WAN ROAD,,812283.333,833070.671
TIN WAN HILL ROAD,,812196.135,833301.654
"EXPO DRIVE EAST, WAN CHAI",,815996.538,835987.81
"FLEMING ROAD, WAN CHAI",,815745.933,836012.456
"HARBOUR ROAD, WAN CHAI",,815729.157,835774.886
"FENWICK PIER STREET, WAN CHAI",,815766.521,835575.099
"TIM MEI AVENUE, CENTRAL",,815778.655,835219.974
"TIM MEI AVENUE, CENTRAL",,815643.745,835177.809
"HARCOURT ROAD, CENTRAL",,815734.775,834971.718
"LUNG WO ROAD, CENTRAL",,815986.829,834807.734
"LUNG WO ROAD, CENTRAL",,816062.834,834628.76
"LUNG WO ROAD, CENTRAL",,816148.082,834474.673
CONNAUGHT ROAD CENTRAL,,815987.764,834342.884
CONNAUGHT ROAD CENTRAL,,816122.004,834223.194
"SOK KWU WAN, LAMMA ISLAND",,808465.641,831280.063
PAK KOK,,811330.579,830189.781
PAK KOK,,810584.393,829061.087
LO TIK WAN,,809441.009,831088.495
LUK CHAU WAN,,808888.177,831565.315
LUK CHAU WAN,,808578.322,831154.585
LO SO SHING,,807260.773,830995.977
"SOK KWU WAN, LAMMA ISLAND",,807432.867,831194.121
MO TAT WAN,,807777.867,833054.586
MO TAT WAN,,807559.843,833184.465
MO TAT,,807373.287,833071.282
MO TAT WAN,,807302.962,833392.832
YUNG SHUE HA,,806923.87,833014.059
HEI LING CHAU,,812083.197,822089.772
HEI LING CHAU,,812100.738,822334.027
CHEUNG PO TSAI TUNG,,806918.97,819877.303
"CEMETERY, CHEUNG CHAU",,806637.839,820439.245
NAM TAM WAN,,807092.642,821314.862
NAM TAM WAN,,807014.948,821727.794
"FA PENG, CHEUNG CHAU",,807214.753,821993.628
"FA PENG, CHEUNG CHAU",,807461.876,822115.831
KWUN YAM BEACH,,807690.358,821479.672
NAM SHE TONG,,807544.118,821154.071
HING LUNG STREET,,807699.248,821029.085
CORAL BEACH,,808701.658,821366.673
TAI O ROAD,,812340.01,804660.914
TAI O ROAD,,812431.18,804593.559
TAI O ROAD,,812520.198,804518.233
TAI O ROAD,,812613.082,804383.512
TAI O ROAD,,812638.292,804234.843
TAI O ROAD,,812663.838,804076.502
MUI WO,,814282.33,817667.356
"TAI TEI TONG, MUI WO",,814164.69,817014.628
"LUNG MEI HANG, MUI WO",,814684.965,816560.318
YUNG SHUE WAN,,809759.489,829271.573
YUNG SHUE WAN,,809687.363,829599.069
TUNG CHUNG,,817236.309,811908.045
CHEUNG TUNG ROAD,,821083.317,821013.784
CHEUNG TUNG ROAD,,820904.176,820661.385
CHEUNG TUNG ROAD,,820668.773,820190.458
CHEUNG TUNG ROAD,,820629.968,819950.3
CHEUNG TUNG ROAD,,820663.069,819448.867
CHEUNG TUNG ROAD,,820166.725,818234.414
CHEUNG TUNG ROAD,,819797.846,817852.466
CHEUNG TUNG ROAD,,819484.192,817662.015
CHEUNG TUNG ROAD,,819036.155,817084.019
CHEUNG TUNG ROAD,,818855.681,816789.943
CHEUNG TUNG ROAD,,818728.591,816598.97
CHEUNG TUNG ROAD,,818580.549,816370.538
CHUENG TUNG ROAD,,818417.822,816150.386
CHEUNG TUNG ROAD,,818322.787,816036.2
CHEUNG TUNG ROAD,,818145.718,815865.805
CHEUNG TUNG ROAD,,818026.888,815525.188
CHEUNG TUNG ROAD,,817874.055,815187.462
CHEUNG TUNG ROAD,,817752.446,814754.396
CHEUNG TUNG ROAD,,817680.776,814467.316
CHEUNG TUNG ROAD,,817617.728,814202.932
CHEUNG TUNG ROAD,,817526.214,813858.289
CHEUNG TUNG ROAD,,817427.526,813621.429
CHEUNG TUNG ROAD,,817250.487,813385.3
CHEUNG TUNG ROAD,,816791.964,812926.483
TUNG CHUNG EASTERN INTERCHANGE,,816705.112,812688.139
YU TUNG ROAD,,816564.295,812405.04
YU TUNG ROAD,,816441.494,812311.193
YU TUNG ROAD,,816238.067,812148.787
SHUN TUNG ROAD,,816417.806,811917.383
SHUN TUNG ROAD,,816528.098,811751.976
SHUN TUNG ROAD,,816634.232,811601.737
TUNG CHUNG WATERFRONT ROAD,,816869.157,811595.572
TUNG CHUNG,,816769.102,812805.784
CHEUNG TUNG ROAD,,820743.921,820408.332
CHEUNG TUNG ROAD,,820621.036,819219.105
CHEUNG TUNG ROAD,,817800.494,814994.592
CHEUNG TUNG ROAD,,817041.133,813190.373
CHEUNG TUNG ROAD,,819257.882,817425.981
LAMMA ISLAND,,810558.976,829933.157
LAMMA ISLAND,,809751.562,830099.739
PENG CHAU,,816236.209,821830.361
PENG CHAU,,816816.663,821545.036
TUNG CHUNG WATERFRONT ROAD,,817141.768,811856.028
TUNG CHUNG WATERFRONT ROAD,,817183.201,812049.633
TUNG CHUNG WATERFRONT ROAD,,817210.037,812205.625
TUNG CHUNG WATERFRONT ROAD,,817226.305,812414.263
YING HEI ROAD,,817270.153,812756.582
YING HEI ROAD,,817295.971,812958.515
YI TUNG ROAD,,817072.202,812589.946
YI TUNG ROAD,,816889.446,812601.355
PENG CHAU,,815950.814,821914.78
PENG CHAU,,816037.899,821955.507
PENG CHAU,,816234.564,821951.851
PENG CHAU,,816321.715,821859.837
YAU KOM TAU,,825577,827827.925
YAU KOM TAU,,825409.444,827315.424
DRAGON BEACH,,824623.962,822970.478
SAI WAN,,828540.504,855619.578
NAM WAN KOK,,821623.679,829118.946
NAM WAN,,821575.522,827877.764
Kwai Tsing Celebration of Reunification Health Trail,,824079.33,827644.025
TSING YI NATURE TRAILS,,823382.384,827601.875
TSING YI,,822983.602,828260.141
TSING YI,,822735.336,828387.012
"TAM KON SHAN ROAD, TSING YI",,824654.634,827602.21
"CHING TAI COURT, TSING YI",,824933.783,828382.47
TSING YI,,821961.095,828976.413
MA YAU TONG,,819828.4,843610.906
CHOI WAN ESTATE,,821303.598,840592.549
NGAU YUE TAU,,832362.871,847669.632
PAK SHING KOK,,819020.119,845409.906
MAU WU SHAN,,819195.894,843980.529
TAI NGAU WU,,820930.63,843439.899
PO LAM ROAD,,819911.145,844273.156
DUCKLING HILL,,820504.757,845209.993
CONTAINER TERMINAL,,822293.646,831304.778
LAI FUNG STREET,,823589.353,831481.299
WONDERLAND VILLAS,,824192.994,832148.769
HA FA SHAN,,826698.684,828150.741
TAI PAK TIN VILLAGE,,826229.494,831980.91
HILLTOP ROAD,,826972.508,831012.991
HILLTOP ROAD,,827001.691,830960.56
CASTLE PEAK ROAD - SHAM TSENG,,825055.682,824965.178
PAK WAN,,823987.062,824597.773
HA SHAN TUK,,816174.385,847402.292
TAI AU MUN ROAD,,816896.534,847901.632
"TAI HANG TUN, CLEAR WATER BAY ROAD",,816740.313,848946.105
TAI CHIK SHA,,816617.666,847061.778
TIN HA AU,,814971.766,846762.133
PAN LONG WAN,,819208.304,847885.103
CLEAR WATER BAY ROAD,,817274.547,848285.706
LUNG HA WAN ROAD,,817826.101,848274.467
SHEUNG SZE WAN ROAD,,818346.066,848040.967
NGAU LIU,,828323.753,846267.084
SAI KUNG,,827162.494,846585.018
SAI KUNG GOVERNMENT OFFICES,,826954.061,846115.276
TUI MIN HOI,,826514.09,846316.843
HONG KIN ROAD,,826314.197,845858.408
MARINA LOVE,,824331.826,844733.33
AU TSAI TSUEN,,823688.305,844957.31
CHUK KOK,,823165.11,844609.445
CLEAR WATER BAY ROAD,,822698.309,843817.251
NAM PIN WAI,,823675.176,843353.126
PAK SHA WAN PIER,,824845.089,844791.456
SAI KUNG CENTRAL PRIMARY SCHOOL,,823792.817,843901.433
UNICORN RIDGE,,824087.491,838126.425
TAI TUNG,,831597.484,845354.048
NAM SHAN SUN CHUEN,,827756.81,844976.231
KAK HANG TUN,,828741.274,845128.573
SIU CHIK SHA,,817757.262,846161.724
TIU YUE YUNG,,817409.347,846995.453
TAI CHIK SHA,,816398.278,846571.8
JUNK BAY PERMANENT CEMETERY,,817959.356,843839.391
JAT'S INCLINE,,824052.819,840094.059
SHATIN PASS ROAD,,823940.035,839343.609
YUK WAH CRESCENT,,823042.512,838832.804
SHATIN PASS ROAD,,823660.476,838349.498
CHING TAK STREET,,822454.755,837878.074
TSUI CHUK STREET,,823024.247,837400.057
WANG TAU HOM ESTATE,,822229.122,837277.343
SAN PO KONG,,821620.998,837986.096
"YUEN NG FAN, HIGH ISLAND RESERVOIR",,826522.604,852886.09
HIGH ISLAND,,825235.066,854332.416
NGAM TAU,,824595.377,854958.623
TUK NGU SHAN,,825950.005,856184.821
HUNG HOM ROAD,,818366.376,837380.18
DYER AVENUE,,818646.079,837606.971
PAK TAM AU,,831066.513,852811.233
TAI CHE LENG TUN,,830080.712,852322.336
PAK TAM,,829965.633,850801.527
PIK SHA ROAD,,820256.019,846528.299
NULLAH ROAD,,820463.27,835428.383
STONECUTTERS ISLAND,,820098.018,832476.995
STONECUTTERS ISLAND,,820663.449,832823.88
KOWLOON GOVERNMENT OFFICES,,818960.369,835660.736
YAU MA TEI,,820026.891,835101.226
YAU MA TEI,,819281.915,834560.119
TSIM SHA TSUI FIRE STATION,,818057.954,835271.286
KEI PIK SHAN,,825589.654,844166.712
TAI CHUNG HAU,,825965.556,844674.883
SAI KUNG FIRE STATION,,826466.016,845380.619
PAK KONG,,826572.105,844927.648
MAU PING,,827384.491,843478.071
TAI SHUI TSENG,,827253.253,844680.909
TAN CHEUNG ROAD,,827038.811,845344.114
YAU MA PO,,827045.666,845887.665
LUNG MEI,,828302.437,845427.03
WONG CHUK SHAN,,826710.406,843258.998
CHATHAM ROAD SOUTH,,818044.848,836200.443
HUNG HOM,,818022.914,837652.19
HO MAN TIN,,820120.092,836707.367
"ROYAL PLAZA HOTEL, MONG KOK",,820619.198,835899.132
"PAK TAM ROAD, PAK TAM AU",,831612.843,852278.127
TO KWA PENG,,832140.975,852710.792
UK TAU,,832289.044,851991.549
LO FU KEI SHEK,,833633.018,850844.083
WONG CHUK LONG,,832748.688,850882.645
CHEUNG SHEUNG,,832405.781,849950.348
CHEUNG SHEUNG,,832060.438,849741.769
PAK SHA O HA YEUNG,,834643.025,851360.506
HOI HA,,835629.263,851215.824
HOI HA,,835678.526,852143.133
"WAN TSAI, HOI HA WAN",,837125.708,853204.603
CHEUNG SHA WAN ROAD,,821969.216,833039.777
Chak On Estate,,822341.141,834915.213
CHEUNG SHA WAN GOVERNMENT OFFICES,,821405.022,834589.299
"SAI SHA ROAD, SAI KUNG",,830790.338,845448.909
"Kai Kung Shan, Sai Kung",,830953.214,846822.104
KOWLOON BAY,,820512.147,839031.448
KWUN TONG,,818572.494,840864.268
PO LAM ROAD,,820003.774,842853.707
LAM TIN,,819292.734,842490.876
YAU TONG ROAD,,818076.54,842446.379
CHA KWO LING ROAD,,817793.085,841678.508
JORDAN VALLEY,,820614.402,841066.698
SAU MAU PING,,819472.871,842039.303
CORNWALL STREET,,822272.465,835403.513
HONG KONG PRODUCTIVITY COUNCIL,,821852.891,836150.138
TAI HANG TUNG ESTATE,,821440.605,835671.014
TAI PO ROAD - PIPER'S HILL,,823306.697,833802.57
TAI PO ROAD - PIPER'S HILL,,823380.415,833882.875
GOLDEN HILL ROAD,,823589.4,833890.149
WAN PO ROAD,,815814.198,846301.531
WAN PO ROAD,,818662.74,845747.251
TSUEN WAN,,825612.376,829179.737
TSUEN WAN,,825890.289,828908.073
TSUEN WAN,,825487.977,828263.298
TSING YI,,824464.633,828220.411
TSING YI,,824617.785,827142.491
LING HONG ROAD,,819485.417,844637.511
CHOI WAN (1) ESTATE,,821693.416,840035.374
LUNG CHEUNG ROAD LOOKOUT,,822622.08,835715.256
LUNG CHEUNG ROAD,,822628.854,836029.274
LO FU KEI SHEK,,834010.808,851428.95
PAK TAM ROAD,,829301.796,851385.972
CASTLE PEAK ROAD,,824707.93,823106.105
CASTLE PEAK ROAD,,824923.656,825025.344
KWAI SHING,,824620.43,830504.563
CASTLE PEAK ROAD - TSING LUNG TAU,,824649.621,822519.561
CASTLE PEAK ROAD - TSING LUNG TAU,,824354.103,822018.153
CASTLE PEAK ROAD - TAI LAM,,824121.895,820305.825
CASTLE PEAK ROAD - TAI LAM,,824244.622,820013.886
KAI YIP ROAD,,821015.14,839797.737
HOI LAI ESTATE,,821576.46,833049.856
CASTLE PEAK ROAD - KWAI CHUNG,,822401.841,832562.147
"ON TIN ESTATE, ON TIN STREET",,818695.292,842301.35
"KWONG TIN ESTATE, PIK WAN ROAD",,818242.969,842787.351
LEI YUE MUN ESTATE,,817231.832,842759.946
SHUNG SHUN STREET,,816900.704,842380.556
"ROUTE TWISK, TSUEN WAN",,828440.581,829404.569
TAI MO SHAN ROAD,,829894.956,829788.339
"TSING SHEUNG LANE, TSING YI",,820852.063,829434.778
CHEMICAL WASTE TREATMENT CENTRE,,821282.004,829169.538
"CHEUNG TSING ESTATE, TSING YI",,823035.369,829377.913
"CHEUNG ON ESTATE, TSING YI",,824628.729,828505.631
"BLOCK A, LUK YEUNG SUN CHUEN",,826128.994,830392.986
"LOK SHAN HOUSE, CHEUNG SHAN EST.",,826563.461,831368.247
"TOA SHUE HOUSE, LEI MUK SHUE EST.",,826405.055,831982.882
PO TOI O,,815493.664,848360.664
"TAI MONG TSAI ROAD, SAI KUNG",,828106.882,847776.052
LAI CHI KOK GOVERNMENT OFFICES,,822360.221,832319.696
"STAR FERRY PIER, TSIM SHA TSUI",,817221.976,835404.705
Kowloon City No. 1 Sewage Pumping Station,,821416.37,838323.464
Tak Long Estate Multi-storey Car Park,,821026.203,839068.884
Kai Tak Tunnel Administration Building,,820526.223,838704.104
Kowloon City No. 2 Sewage Pumping Station,,820875.475,837733.037
"HONG KONG CULTURAL CENTRE, TSIM SHA TSUI",,817117.692,835522.875
CLEAR WATER BAY ROAD,,821721.375,841631.419
KAI CHEUNG ROAD,,820531.343,838897.147
HOI BUN ROAD,,819752.489,839915.043
KOWLOON BAY,,819765.539,839606.077
KOWLOON BAY,,819861.129,839511.067
KOWLOON BAY,,819979.724,839428.245
KAI FUK ROAD,,820093.347,839336.089
KAI FUK ROAD,,820262.387,839158.716
KAI CHEUNG ROAD,,820549.852,838908.816
KWUN TONG ROAD,,820657.609,840123.122
WATERLOO ROAD,,822449.126,836518.061
WATERLOO ROAD,,822525.719,836466.15
EDE ROAD,,822632.628,836310.026
CHUNG MEI ROAD,,823472.885,828439.618
CHUNG MEI ROAD,,823520.051,828491.062
CHUNG MEI ROAD,,823546.939,828578.392
CHUNG MEI ROAD,,823533.54,828773.811
"CHUNG MEI ROAD, TSING YI",,823488.953,828982.61
HEUNG SZE WUI ROAD,,823710.796,829006.742
TSING SUM STREET,,823750.526,828499.511
CLEAR WATER BAY ROAD,,822708.228,843972.032
CLEAR WATER BAY ROAD,,821954.155,844756.29
CLEAR WATER BAY ROAD,,821413.465,844984.214
